Price,Details,Address,features,Area,Bedrooms,House_type
13000,1 RK Independent House,"suitable for shop or office or family for living, Janapriya Nagar, Hafeezpet, Hyderabad",Unfurnished,400.0,1,Independent
30000,3 BHK Apartment,"Janapriya Nagar, Hafeezpet, Hyderabad",Semi Furnished,1560.0,3,Apartment
18000,3 BHK Apartment,"Hebitant Heaven, Janapriya Nagar, Hafeezpet, Hyderabad",Semi Furnished,1500.0,3,Apartment
9500,1 BHK Independent House,"Janapriya Nagar, Hafeezpet, Hyderabad",Unfurnished,120.0,1,Independent
15000,2 BHK Independent Floor,"s k anwar estate, Janapriya Nagar, Hafeezpet, Hyderabad",Unfurnished,1500.0,2,Independent
22000,3 BHK Apartment,"Coconut Groove Phase 2, Mayuri Nagar, Miyapur, Hyderabad",Fully Furnished,1414.0,3,Apartment
21000,3 BHK Apartment,"Prakasham Panthulu Nagar, Rhoda Mistri Nagar, Hyderabad",Semi Furnished,1368.0,3,Apartment
12500,2 BHK Apartment,"Vasanth Nagar Colony, Nizampet, Hyderabad",Semi Furnished,1200.0,2,Apartment
19000,3 BHK Independent Floor,"Vasanth Nagar Colony, Nizampet, Hyderabad",Semi Furnished,1500.0,3,Independent
23000,2 BHK Apartment,"Janapriya Nagar, Hafeezpet, Hyderabad",Semi Furnished,1350.0,2,Apartment
11500,1 BHK Apartment,"Chanda Naik Nagar, Madhapur, Hyderabad",Unfurnished,650.0,1,Apartment
18500,3 BHK Apartment,"Gayatri Nagar, Borabanda, Hyderabad",Unfurnished,1375.0,3,Apartment
16000,1 BHK Apartment,"Siddhi Vinayak Nagar, Madhapur, Hyderabad",Semi Furnished,600.0,1,Apartment
14600,2 BHK Independent House,"Vasanth Nagar Colony, Nizampet, Hyderabad",Semi Furnished,1200.0,2,Independent
14500,2 BHK Independent House,"Vasanth Nagar Colony, Nizampet, Hyderabad",Semi Furnished,1200.0,2,Independent
16000,3 BHK Apartment,"Vasanth Nagar Colony, Nizampet, Hyderabad",Unfurnished,1600.0,3,Apartment
25000,2 BHK Apartment,"Siddhi Vinayak Nagar, Madhapur, Hyderabad",Fully Furnished,1220.0,2,Apartment
27000,2 BHK Independent Floor,"Siddhi Vinayak Nagar, Madhapur, Hyderabad",Semi Furnished,900.0,2,Independent
16000,3 BHK Apartment,"Vasanth Nagar Colony, Nizampet, Hyderabad",Semi Furnished,1594.0,3,Apartment
13000,1 BHK Apartment,"Silpa Park, Kondapur, Hyderabad",Unfurnished,550.0,1,Apartment
25000,3 BHK Apartment,"Mayuri Nagar, Miyapur, Hyderabad",Semi Furnished,1890.0,3,Apartment
20000,1 BHK Apartment,"Ayappa residence, Siddhi Vinayak Nagar, Madhapur, Hyderabad",Fully Furnished,750.0,1,Apartment
11500,1 BHK Apartment,"Bharat Nagar, Moosapet, Hyderabad",Unfurnished,800.0,1,Apartment
27000,3 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,1300.0,3,Apartment
11000,1 BHK Apartment,"Building , Bikshapathi Nagar, Hafeezpet, Hyderabad",Unfurnished,600.0,1,Apartment
20000,3 BHK Apartment,"Vasanth Nagar Colony, Nizampet, Hyderabad",Semi Furnished,1470.0,3,Apartment
18000,3 BHK Apartment,"Vasanth Nagar Colony, Nizampet, Hyderabad",Semi Furnished,1600.0,3,Apartment
20000,2 BHK Apartment,"Un Named, Gayatri Nagar, Madhapur, Hyderabad",Semi Furnished,1100.0,2,Apartment
18000,3 BHK Apartment,"KSR Sai Akhil Habitat, Vasanth Nagar Colony, Nizampet, Hyderabad",Semi Furnished,1500.0,3,Apartment
16000,2 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Unfurnished,1100.0,2,Apartment
12000,1 BHK Apartment,"Bikshapathi Nagar, Hafeezpet, Hyderabad",Unfurnished,350.0,1,Apartment
9500,1 BHK Apartment,"Ganesh Nagar, Borabanda, Hyderabad",Unfurnished,650.0,1,Apartment
11500,2 BHK Independent House,"Swaraj Nagar, Borabanda, Hyderabad",Semi Furnished,1200.0,2,Independent
14000,2 BHK Independent House,"Swaraj RR Residency Gayatri Nagar, Swaraj Nagar, Borabanda, Hyderabad",Unfurnished,950.0,2,Independent
7500,1 BHK Independent Floor,"Swaraj Nagar, Borabanda, Hyderabad",Unfurnished,600.0,1,Independent
20000,1 BHK Apartment,"Sri view Towers, Gayatri Nagar, Borabanda, Hyderabad",Fully Furnished,1100.0,1,Apartment
5500,1 BHK Independent Floor,"Venkatarami Reddy Nagar, Chenna Reddy Nagar, Hyderabad",Unfurnished,450.0,1,Independent
17500,2 BHK Independent Floor,"Srimatha eclave, Vasanth Nagar Colony, Nizampet, Hyderabad",Semi Furnished,1400.0,2,Independent
22000,2 BHK Apartment,"UN namd , Chanda Naik Nagar, Madhapur, Hyderabad",Semi Furnished,1300.0,2,Apartment
20000,2 BHK Apartment,"Kalapuram Basti, Miyapur, Hyderabad",Semi Furnished,980.0,2,Apartment
22000,2 BHK Apartment,"Sai Kondapur, Green Hamlet, Kothaguda, Hyderabad",Semi Furnished,1300.0,2,Apartment
20000,2 BHK Apartment,"Sai Kondapur, Green Hamlet, Kothaguda, Hyderabad",Semi Furnished,1500.0,2,Apartment
10000,1 BHK Apartment,"Sai Kondapur, Green Hamlet, Kothaguda, Hyderabad",Unfurnished,800.0,1,Apartment
21000,2 BHK Apartment,"Sai Kondapur, Green Hamlet, Kothaguda, Hyderabad",Semi Furnished,1200.0,2,Apartment
30000,3 BHK Apartment,"Sai Kondapur, Green Hamlet, Kothaguda, Hyderabad",Semi Furnished,1800.0,3,Apartment
23000,2 BHK Apartment,"Sai Kondapur, Green Hamlet, Kothaguda, Hyderabad",Semi Furnished,1300.0,2,Apartment
30000,2 BHK Apartment,"Siddhi Vinayak Nagar, Madhapur, Hyderabad",Fully Furnished,1100.0,2,Apartment
16500,2 BHK Apartment,"Baalji residency, Sai Nagar, Hafeezpet, Hyderabad",Semi Furnished,1500.0,2,Apartment
13000,2 BHK Independent House,"Maytas Hill County, Nizampet, Hyderabad",Unfurnished,1000.0,2,Independent
30000,2 BHK Apartment,"Silpa Park, Kondapur, Hyderabad",Fully Furnished,1300.0,2,Apartment
28000,2 BHK Apartment,"Sarojini Naidu Nagar, Borabanda, Hyderabad",Fully Furnished,2000.0,2,Apartment
15000,1 BHK Apartment,"Siddhi Vinayak Nagar, Madhapur, Hyderabad",Semi Furnished,600.0,1,Apartment
15000,3 BHK Apartment,"Sridevihomes, Vasanth Nagar Colony, Nizampet, Hyderabad",Semi Furnished,1287.0,3,Apartment
20000,2 BHK Apartment,"Vasanth Nagar Colony, Nizampet, Hyderabad",Fully Furnished,1175.0,2,Apartment
9000,1 BHK Independent House,"sai anurag colony, Kalapuram Basti, Miyapur, Hyderabad",Unfurnished,700.0,1,Independent
24000,4 BHK Independent House,"HIRISE AVANUES, Kalapuram Basti, Miyapur, Hyderabad",Semi Furnished,3200.0,4,Independent
24000,4 BHK Independent House,"Gajularamaram, Hyderabad",Semi Furnished,1800.0,4,Independent
13000,2 BHK Apartment,"CHILUKURI nilayam , Aditya Nagar, Hafeezpet, Hyderabad",Unfurnished,300.0,2,Apartment
12500,1 BHK Apartment,"Aditya Nagar, Hafeezpet, Hyderabad",Unfurnished,600.0,1,Apartment
18000,3 BHK Apartment,"Vasanth Nagar Colony, Nizampet, Hyderabad",Semi Furnished,1200.0,3,Apartment
16000,2 BHK Apartment,"sp nagar , Vasanth Nagar Colony, Nizampet, Hyderabad",Unfurnished,1100.0,2,Apartment
15000,2 BHK Apartment,"Vasanth Nagar Colony, Nizampet, Hyderabad",Semi Furnished,1100.0,2,Apartment
10000,1 BHK Apartment,"UN named , Silpa Park, Kondapur, Hyderabad",Unfurnished,600.0,1,Apartment
45000,3 BHK Apartment,"Aditya Sunshine, Kothaguda, Hyderabad",Semi Furnished,2120.0,3,Apartment
45000,3 BHK Apartment,"Aditya Sunshine, Kothaguda, Hyderabad",Semi Furnished,2400.0,3,Apartment
6500,1 BHK Independent House," Lalitha Nilayam, Vasanth Nagar Colony, Nizampet, Hyderabad",Unfurnished,250.0,1,Independent
22000,2 BHK Apartment,"Green Hamlet, Kondapur, Hyderabad",Unfurnished,1200.0,2,Apartment
12000,1 BHK Apartment," Hitex Residency, Silpa Park, Kondapur, Hyderabad",Semi Furnished,600.0,1,Apartment
13000,1 BHK Apartment,"nizampet main road, Vasanth Nagar Colony, Nizampet, Hyderabad",Semi Furnished,750.0,1,Apartment
20000,2 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,1100.0,2,Apartment
13000,1 BHK Apartment,"100 feet road, Chanda Naik Nagar, Madhapur, Hyderabad",Semi Furnished,650.0,1,Apartment
34000,3 BHK Apartment,"Panavas sura planet, Silpa Park, Kondapur, Hyderabad",Semi Furnished,1480.0,3,Apartment
21000,1 BHK Apartment,"Chanda Naik Nagar, Madhapur, Hyderabad",Fully Furnished,650.0,1,Apartment
20000,1 BHK Apartment,"Chanda Naik Nagar, Madhapur, Hyderabad",Semi Furnished,756.0,1,Apartment
12000,1 BHK Apartment,"Siddhi Vinayak Nagar, Madhapur, Hyderabad",Semi Furnished,750.0,1,Apartment
25000,3 BHK Independent Floor,"raghavendra colony, Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,1600.0,3,Independent
12000,1 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Unfurnished,750.0,1,Apartment
35000,3 BHK Apartment,"Silpa Park, Kondapur, Hyderabad",Semi Furnished,1830.0,3,Apartment
35000,3 BHK Apartment,"Meenakshi Sky Lounge, Kothaguda, Hyderabad",Semi Furnished,1610.0,3,Apartment
18000,3 BHK Independent House,"Vasanth Nagar Colony, Nizampet, Hyderabad",Unfurnished,2500.0,3,Independent
80000,3 BHK Apartment,"Kothaguda, Hyderabad",Semi Furnished,1500.0,3,Apartment
31500,3 BHK Apartment,"Mayuri Nagar, Miyapur, Hyderabad",Semi Furnished,1450.0,3,Apartment
26000,2 BHK Apartment," Gayathri  Nilayam, Rama Rao Nagar, Borabanda, Hyderabad",Fully Furnished,1200.0,2,Apartment
4000,1 BHK Apartment,"13-1-4, Moti Nagar, Erragadda, Hyderabad",Unfurnished,500.0,1,Apartment
13500,2 BHK Apartment,"13-1-4, Moti Nagar, Erragadda, Hyderabad",Semi Furnished,850.0,2,Apartment
21000,2 BHK Apartment,"Jubliee Annex, Chanda Naik Nagar, Madhapur, Hyderabad",Semi Furnished,650.0,2,Apartment
60000,4 BHK Apartment,"Jubliee Annex, Chanda Naik Nagar, Madhapur, Hyderabad",Semi Furnished,3000.0,4,Apartment
20000,2 BHK Apartment,"Jubliee Annex, Chanda Naik Nagar, Madhapur, Hyderabad",Semi Furnished,1000.0,2,Apartment
13000,1 BHK Apartment,"Jubliee Annex, Chanda Naik Nagar, Madhapur, Hyderabad",Unfurnished,600.0,1,Apartment
120000,4 BHK Independent House,"Jubliee Annex, Chanda Naik Nagar, Madhapur, Hyderabad",Unfurnished,5000.0,4,Independent
15000,1 BHK Apartment,"Jubliee Annex, Chanda Naik Nagar, Madhapur, Hyderabad",Semi Furnished,1000.0,1,Apartment
21000,2 BHK Apartment,"Jubliee Annex, Chanda Naik Nagar, Madhapur, Hyderabad",Semi Furnished,600.0,2,Apartment
22000,2 BHK Apartment,"Jubliee Annex, Chanda Naik Nagar, Madhapur, Hyderabad",Semi Furnished,650.0,2,Apartment
32000,2 BHK Apartment,"Jubliee Annex, Chanda Naik Nagar, Madhapur, Hyderabad",Fully Furnished,650.0,2,Apartment
23000,2 BHK Apartment,"Jubliee Annex, Chanda Naik Nagar, Madhapur, Hyderabad",Semi Furnished,1200.0,2,Apartment
40000,3 BHK Apartment,"Silpa Park, Kondapur, Hyderabad",Fully Furnished,1800.0,3,Apartment
30000,3 BHK Apartment,"Silpa Park, Kondapur, Hyderabad",Semi Furnished,2200.0,3,Apartment
26000,2 BHK Apartment,"Silpa Park, Kondapur, Hyderabad",Fully Furnished,1350.0,2,Apartment
8000,1 BHK Apartment,"Indira Nagar, Rhoda Mistri Nagar, Hyderabad",Unfurnished,750.0,1,Apartment
16000,2 BHK Apartment,"Maytas Hill County, Nizampet, Hyderabad",Semi Furnished,1200.0,2,Apartment
20000,3 BHK Apartment,"Maytas Hill County, Nizampet, Hyderabad",Fully Furnished,1450.0,3,Apartment
16500,2 BHK Apartment,"Maytas Hill County, Nizampet, Hyderabad",Semi Furnished,900.0,2,Apartment
12500,2 BHK Apartment,"Maytas Hill County, Nizampet, Hyderabad",Semi Furnished,800.0,2,Apartment
13000,2 BHK Independent Floor,"Maytas Hill County, Nizampet, Hyderabad",Unfurnished,1200.0,2,Independent
10000,2 BHK Apartment,"Swaraj Megas Fort, Maytas Hill County, Nizampet, Hyderabad",Unfurnished,975.0,2,Apartment
14000,3 BHK Apartment,"Maytas Hill County, Nizampet, Hyderabad",Unfurnished,1540.0,3,Apartment
16000,2 BHK Independent House,"Maytas Hill County, Nizampet, Hyderabad",Semi Furnished,1666.0,2,Independent
20000,2 BHK Apartment,"bhayas andanam apartment, Maytas Hill County, Nizampet, Hyderabad",Semi Furnished,1050.0,2,Apartment
30000,4 BHK Villa,"Maytas Hill County, Nizampet, Hyderabad",Fully Furnished,3200.0,4,Villa
15000,2 BHK Independent Floor,"Maytas Hill County, Nizampet, Hyderabad",Semi Furnished,1070.0,2,Independent
12000,2 BHK Apartment,"Maytas Hill County, Nizampet, Hyderabad",Unfurnished,1065.0,2,Apartment
30000,3 BHK Villa,"plot no 20, Maytas Hill County, Nizampet, Hyderabad",Semi Furnished,2800.0,3,Villa
20000,3 BHK Independent Floor,"Maytas Hill County, Nizampet, Hyderabad",Semi Furnished,1300.0,3,Independent
55000,5 BHK Villa,"Maytas Hill County, Nizampet, Hyderabad",Semi Furnished,4000.0,5,Villa
16000,2 BHK Apartment,"SR avenue, Maytas Hill County, Nizampet, Hyderabad",Semi Furnished,1115.0,2,Apartment
22000,2 BHK Apartment,"Maytas Hill County, Nizampet, Hyderabad",Fully Furnished,1150.0,2,Apartment
15000,2 BHK Apartment,"Sasikala Residency Directions Save, Maytas Hill County, Nizampet, Hyderabad",Fully Furnished,1175.0,2,Apartment
8500,1 BHK Apartment,"surya saket residency, Maytas Hill County, Nizampet, Hyderabad",Unfurnished,600.0,1,Apartment
13000,2 BHK Apartment,"SAI MANIKANDHA, Maytas Hill County, Nizampet, Hyderabad",Unfurnished,1150.0,2,Apartment
6000,1 BHK Independent House,"Maytas Hill County, Nizampet, Hyderabad",Unfurnished,750.0,1,Independent
20000,3 BHK Apartment,"bertex apartment, Maytas Hill County, Nizampet, Hyderabad",Unfurnished,1500.0,3,Apartment
34000,2 BHK Apartment,"Chanda Naik Nagar, Madhapur, Hyderabad",Semi Furnished,1100.0,2,Apartment
31000,2 BHK Apartment,"Chanda Naik Nagar, Madhapur, Hyderabad",Semi Furnished,1200.0,2,Apartment
30000,3 BHK Apartment,"Silpa Park, Kondapur, Hyderabad",Semi Furnished,1800.0,3,Apartment
34000,3 BHK Apartment,"Silpa Park, Kondapur, Hyderabad",Semi Furnished,2250.0,3,Apartment
33000,3 BHK Apartment,"Bommarilu Apartments, Silpa Park, Kondapur, Hyderabad",Semi Furnished,1700.0,3,Apartment
25000,2 BHK Apartment,"Silpa Park, Kondapur, Hyderabad",Semi Furnished,1250.0,2,Apartment
36000,3 BHK Apartment,"Silpa Park, Kondapur, Hyderabad",Semi Furnished,1950.0,3,Apartment
15000,3 BHK Apartment,"Gajularamaram, Hyderabad",Semi Furnished,1640.0,3,Apartment
10000,2 BHK Independent House,"Habib Fatima Nagar, Borabanda, Hyderabad",Semi Furnished,1000.0,2,Independent
7500,1 BHK Apartment,"Basha House, Habib Fatima Nagar, Borabanda, Hyderabad",Unfurnished,340.0,1,Apartment
25000,3 BHK Apartment,"Kothaguda, Hyderabad",Semi Furnished,1250.0,3,Apartment
15000,3 BHK Apartment,"Indira Nagar, Rhoda Mistri Nagar, Hyderabad",Fully Furnished,1850.0,3,Apartment
17000,2 BHK Independent House,"vasanth nagar, Vasanth Nagar Colony, Nizampet, Hyderabad",Unfurnished,1100.0,2,Independent
9000,2 BHK Independent House,"Gajularamaram, Hyderabad",Unfurnished,1350.0,2,Independent
21000,1 RK Apartment,"Legend Madhapur 1, Chanda Naik Nagar, Madhapur, Hyderabad",Unfurnished,600.0,1,Apartment
9500,1 RK Apartment,"Legend Madhapur 1, Chanda Naik Nagar, Madhapur, Hyderabad",Unfurnished,600.0,1,Apartment
16000,1 BHK Apartment,"Legend Madhapur 1, Chanda Naik Nagar, Madhapur, Hyderabad",Semi Furnished,700.0,1,Apartment
20000,2 BHK Apartment,"Legend Madhapur 1, Chanda Naik Nagar, Madhapur, Hyderabad",Unfurnished,1200.0,2,Apartment
10000,1 BHK Independent House,"Sai Nagar, Hafeezpet, Hyderabad",Unfurnished,650.0,1,Independent
9000,1 BHK Independent Floor,"Gajularamaram, Hyderabad",Semi Furnished,1350.0,1,Independent
17000,1 BHK Apartment,"RR Residency , Bikshapathi Nagar, Kondapur, Hyderabad",Fully Furnished,450.0,1,Apartment
150000,4 BHK Villa,"Chanda Naik Nagar, Madhapur, Hyderabad",Semi Furnished,4800.0,4,Villa
13000,2 BHK Apartment,"Vasanth Nagar Colony, Nizampet, Hyderabad",Semi Furnished,1280.0,2,Apartment
10000,1 BHK Apartment,"Silpa Park, Kondapur, Hyderabad",Unfurnished,550.0,1,Apartment
13000,1 BHK Apartment,"Chanda Naik Nagar, Madhapur, Hyderabad",Semi Furnished,600.0,1,Apartment
13500,1 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,700.0,1,Apartment
7500,1 BHK Apartment,"Akbar plaza , NRR Puram, Borabanda, Hyderabad",Semi Furnished,120.0,1,Apartment
7500,1 BHK Apartment,"Akbar plaza , NRR Puram, Borabanda, Hyderabad",Semi Furnished,500.0,1,Apartment
23000,2 BHK Apartment,"Dharani Residency, Silpa Park, Kondapur, Hyderabad",Unfurnished,1050.0,2,Apartment
17000,2 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,1250.0,2,Apartment
11500,1 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Unfurnished,700.0,1,Apartment
11000,1 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,750.0,1,Apartment
23000,2 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,1250.0,2,Apartment
28000,3 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,1850.0,3,Apartment
11500,1 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,850.0,1,Apartment
11000,1 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Unfurnished,650.0,1,Apartment
22000,2 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,1250.0,2,Apartment
13000,1 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,850.0,1,Apartment
17000,2 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,1150.0,2,Apartment
16500,2 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,1250.0,2,Apartment
11500,1 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Unfurnished,750.0,1,Apartment
14000,1 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,750.0,1,Apartment
14000,1 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Unfurnished,800.0,1,Apartment
25000,3 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,1600.0,3,Apartment
21000,2 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,1250.0,2,Apartment
18000,2 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,1250.0,2,Apartment
27000,3 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,2015.0,3,Apartment
18000,2 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,1050.0,2,Apartment
17500,2 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,1150.0,2,Apartment
18500,2 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,1150.0,2,Apartment
19000,2 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,1250.0,2,Apartment
11500,1 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,750.0,1,Apartment
12000,1 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,800.0,1,Apartment
18000,2 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,1150.0,2,Apartment
12000,1 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,750.0,1,Apartment
20000,2 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,1150.0,2,Apartment
11000,1 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,800.0,1,Apartment
13500,1 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,750.0,1,Apartment
12000,1 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,850.0,1,Apartment
12500,1 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Unfurnished,700.0,1,Apartment
19000,2 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,1150.0,2,Apartment
10000,1 BHK Apartment,"Veda Residency, Borabanda, Hyderabad",Unfurnished,650.0,1,Apartment
8000,1 BHK Apartment,"Srniva residency, SRT Nagar, Borabanda, Hyderabad",Unfurnished,500.0,1,Apartment
9000,1 BHK Independent House,"Sai Nagar, Hafeezpet, Hyderabad",Unfurnished,650.0,1,Independent
25500,2 BHK Apartment," MSM Venkat Sai Residency, Kothaguda, Hyderabad",Semi Furnished,1200.0,2,Apartment
24500,3 BHK Apartment,"Silpa Park, Kondapur, Hyderabad",Semi Furnished,1450.0,3,Apartment
19000,2 BHK Apartment,"Silpa Park, Kondapur, Hyderabad",Semi Furnished,1250.0,2,Apartment
7500,1 RK Apartment,"Silpa Park, Kondapur, Hyderabad",Unfurnished,550.0,1,Apartment
19500,2 BHK Apartment,"Silpa Park, Kondapur, Hyderabad",Semi Furnished,1150.0,2,Apartment
13000,1 BHK Apartment,"Silpa Park, Kondapur, Hyderabad",Semi Furnished,750.0,1,Apartment
25000,2 BHK Apartment,"Silpa Park, Kondapur, Hyderabad",Fully Furnished,1150.0,2,Apartment
10000,1 BHK Apartment,"Silpa Park, Kondapur, Hyderabad",Unfurnished,750.0,1,Apartment
17000,2 BHK Apartment,"Silpa Park, Kondapur, Hyderabad",Semi Furnished,1050.0,2,Apartment
12500,1 BHK Apartment,"Silpa Park, Kondapur, Hyderabad",Semi Furnished,700.0,1,Apartment
20000,2 BHK Apartment,"Silpa Park, Kondapur, Hyderabad",Semi Furnished,1150.0,2,Apartment
23500,2 BHK Apartment,"Silpa Park, Kondapur, Hyderabad",Fully Furnished,1150.0,2,Apartment
18500,2 BHK Apartment,"Silpa Park, Kondapur, Hyderabad",Semi Furnished,1150.0,2,Apartment
12000,1 BHK Apartment,"Silpa Park, Kondapur, Hyderabad",Semi Furnished,750.0,1,Apartment
18000,2 BHK Apartment,"Silpa Park, Kondapur, Hyderabad",Semi Furnished,1150.0,2,Apartment
12500,1 BHK Apartment,"Silpa Park, Kondapur, Hyderabad",Semi Furnished,750.0,1,Apartment
11500,1 BHK Apartment,"Silpa Park, Kondapur, Hyderabad",Unfurnished,650.0,1,Apartment
11500,1 BHK Apartment,"Silpa Park, Kondapur, Hyderabad",Unfurnished,700.0,1,Apartment
19000,2 BHK Apartment,"Silpa Park, Kondapur, Hyderabad",Semi Furnished,1150.0,2,Apartment
15000,2 BHK Apartment,"NRRPURAM Site2 borabanda , Habib Fatima Nagar, Borabanda, Hyderabad",Unfurnished,800.0,2,Apartment
14000,2 BHK Apartment,"Navya, HMT Colony, Hyderabad",Semi Furnished,1090.0,2,Apartment
15000,2 BHK Apartment,"Vasathi Navya, HMT Colony, Hyderabad",Semi Furnished,1090.0,2,Apartment
60000,4 BHK Apartment,"Prime splendor, Bikshapathi Nagar, Kondapur, Hyderabad",Fully Furnished,2200.0,4,Apartment
16500,1 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,650.0,1,Apartment
10500,1 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Unfurnished,570.0,1,Apartment
12000,1 BHK Apartment,"Kondapuram Nilayam, Hyderabad, Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,800.0,1,Apartment
14500,1 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,850.0,1,Apartment
13000,1 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,750.0,1,Apartment
12500,1 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,750.0,1,Apartment
33000,3 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Fully Furnished,1700.0,3,Apartment
16000,2 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Unfurnished,1000.0,2,Apartment
19000,2 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Unfurnished,1359.0,2,Apartment
11000,1 BHK Apartment,"Kondapuram Nilayam, Hyderabad, Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,800.0,1,Apartment
13500,1 BHK Independent Floor,"Botanical garden , Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,650.0,1,Independent
14000,1 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,560.0,1,Apartment
12500,1 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,759.0,1,Apartment
10000,1 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,650.0,1,Apartment
9500,1 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Unfurnished,550.0,1,Apartment
13000,1 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,780.0,1,Apartment
17000,2 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Unfurnished,1120.0,2,Apartment
12800,1 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,750.0,1,Apartment
15000,1 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,650.0,1,Apartment
21000,2 BHK Apartment,"Kondapuram Nilayam, Hyderabad, Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,1200.0,2,Apartment
11000,1 BHK Apartment,"Kondapuram Nilayam, Hyderabad, Bikshapathi Nagar, Kondapur, Hyderabad",Unfurnished,800.0,1,Apartment
13600,1 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,890.0,1,Apartment
13900,1 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,890.0,1,Apartment
23000,2 BHK Apartment,"Botanical gardens, Silpa Park, Kondapur, Hyderabad",Semi Furnished,1250.0,2,Apartment
18000,2 BHK Apartment,"Gopal Reddy Nagar, Hafeezpet, Hyderabad",Semi Furnished,1250.0,2,Apartment
